Code,Sex,BirthDay,BirthMonth,BirthYear,MumCode,BirthWt,DaysFrom1May
NAU21,2,3,6,2021,CCH14,6.88,33
NAU23,2,16,5,2023,CCH14,7.275,15
NAV08,1,1,6,2008,SEQ05,5.220000381,31
NAV09,2,5,6,2009,SEQ05,5.925,35
NAV10,2,7,6,2010,SEQ05,5.679999905,37
NAV11,2,7,6,2011,SEQ05,8.249999809,37
NAV12,1,25,5,2012,SEQ05,7.019999809,24
NAV13,1,27,5,2013,SEQ05,6.73,26
NAV14,1,24,5,2014,SEQ05,6.839999809,23
NAV16,2,22,5,2016,SEQ05,6.839999809,21
NAV17,2,24,5,2017,SEQ05,6.840000095,23
NAV18,1,25,5,2018,SEQ05,5.379999905,24
NAV19,1,28,5,2019,SEQ05,7.255000191,27
NAV20,1,25,5,2020,SEQ05,7.220000191,24
NAV22,2,22,5,2022,SEQ05,6.820000095,21
NAV23,2,1,6,2023,SEQ05,5.680000095,31
NEB01,1,6,6,2001,STA97,4.220000095,36
NEB03,2,1,6,2003,STA97,6.639999809,31
NEB04,2,11,6,2004,STA97,5.795000095,41
NEB06,2,29,5,2006,STA97,5.265000095,28
NEB07,2,17,5,2007,STA97,3.299999952,16
NEC02,2,13,6,2002,SPL98,5.32,43
NEC04,2,24,5,2004,SPL98,6.360000381,23
NEC05,1,11,6,2005,SPL98,6.280000191,41
NEC06,2,8,6,2006,SPL98,6.48,38
NEC08,1,2,6,2008,SPL98,8.609999809,32
NEP96,1,19,6,1996,IND92,6.440000381,49
NEP97,2,9,6,1997,IND92,5.739999905,39
NEP98,2,25,5,1998,IND92,6.620000191,24
NET01,1,31,5,2001,DOC94,7.579999809,30
NET02,1,5,6,2002,DOC94,7.339999809,35
NET03,2,1,6,2003,DOC94,8.139999809,31
NET04,2,2,6,2004,DOC94,7.594999809,32
NET06,1,29,5,2006,DOC94,4.239999905,28
NET07,2,1,6,2007,DOC94,9.14,31
NET08,2,19,6,2008,DOC94,6.940000191,49
NET98,1,6,6,1998,DOC94,8.080000191,36
NET99,1,15,6,1999,DOC94,7.810000095,45
NIA18,1,26,5,2018,ARE14,4.220000095,25
NIA19,2,14,6,2019,ARE14,6.024999905,44
NIA20,2,4,6,2020,ARE14,6.040000095,34
NIA22,2,24,5,2022,ARE14,5.940000191,23
NIA23,1,28,5,2023,ARE14,6.455,27
NIC83,2,1,6,1983,COT79,7.340000381,31
NIV01,2,14,6,2001,SAX97,6.820000095,44
NIV02,2,2,6,2002,SAX97,3.819999809,32
NOB74,2,14,5,1974,BUL65,8.080000191,13
NOB75,2,6,5,1975,BUL65,6.710000191,5
NOB78,2,15,5,1978,BUL65,5.180000095,14
NOB79,2,14,7,1979,BUL65,5.609999809,74
NON80,2,7,6,1980,NOB76,4.839999809,37
NON83,2,10,6,1983,NOB76,3.940000191,40
NON84,2,5,6,1984,NOB76,5.100000095,35
NON85,2,10,6,1985,NOB76,3.539999905,40
NON86,1,12,6,1986,NOB76,4.399999809,42
NON87,2,11,6,1987,NOB76,4.7,41
NON88,1,20,6,1988,NOB76,3,50
NUC78,1,5,6,1978,SCO74,6.179999809,35
NYM98,1,9,6,1998,APH95,6.320000095,39
OAT87,1,19,6,1987,BAR83,7.255000191,49
OAT89,2,6,6,1989,BAR83,7.775,36
OAT90,1,6,6,1990,BAR83,8.755000191,36
OAT92,2,29,5,1992,BAR83,8.119999809,28
OAT94,1,23,5,1994,BAR83,7.06,22
OCC85,1,10,6,1985,CLC80,8.080000191,40
OCC88,1,28,5,1988,CLC80,6.78,27
OCC89,1,7,7,1989,CLC80,6.829999905,67
OCC90,2,5,6,1990,CLC80,7.82,35
OCC92,1,7,6,1992,CLC80,8.14,37
OCH83,2,8,6,1983,SAF80,6.420000095,38
OCH85,1,1,6,1985,SAF80,7.609999809,31
OCH87,1,17,6,1987,SAF80,7.059999905,47
OCH90,1,25,5,1990,SAF80,7.310000095,24
OCH92,2,27,5,1992,SAF80,7.38,26
OCH94,1,2,6,1994,SAF80,3.900000095,32
OCH98,2,31,5,1998,SAF80,8.26,30
OCT22,2,30,5,2022,PKN18,7.48,29
ONY08,1,30,5,2008,RBY05,6.7,29
ONY09,1,23,5,2009,RBY05,7.760000191,22
ONY10,2,5,8,2010,RBY05,,96
ONY11,2,22,5,2011,RBY05,,21
ONY12,2,1,6,2012,RBY05,9.019999809,31
ONY13,1,30,5,2013,RBY05,6.280000095,29
ONY14,2,2,6,2014,RBY05,7.959999809,32
ONY15,1,6,6,2015,RBY05,5.519999809,36
ONY16,1,1,6,2016,RBY05,7.255000191,31
ONY17,1,21,6,2017,RBY05,8.629999619,51
ONY20,1,18,5,2020,RBY05,7.955,17
ONY21,2,2,6,2021,RBY05,6.109999809,32
OPA01,1,24,5,2001,STO96,8.28,23
OPA03,1,19,5,2003,STO96,7.600000095,18
OPA04,1,23,5,2004,STO96,6.73,22
OPA06,1,19,5,2006,STO96,7.82,18
OPA07,1,7,6,2007,STO96,6.519999905,37
OPA10,1,23,5,2010,STO96,7.020000381,22
OPA11,2,15,6,2011,STO96,7.92,45
OPA99,1,20,5,1999,STO96,5.759999809,19
ORA07,1,27,5,2007,ANM02,6.680000191,26
ORA09,1,14,6,2009,ANM02,7.540000095,44
ORA11,2,7,6,2011,ANM02,7.880000381,37
ORA12,2,25,5,2012,ANM02,6.855000095,24
ORA13,2,3,6,2013,ANM02,6.509999905,33
ORA14,2,14,6,2014,ANM02,,44
ORC95,1,29,6,1995,CRO90,7.119999809,59
ORC97,1,29,5,1997,CRO90,7.44,28
ORC98,2,23,6,1998,CRO90,8.619999809,53
ORG01,2,10,6,2001,CUM98,6.28,40
ORP92,1,30,5,1992,CLA87,5.210000191,29
ORY07,1,30,5,2007,JAE02,5.024999905,29
ORY09,2,17,6,2009,JAE02,5.979999809,47
ORY10,2,9,6,2010,JAE02,5.840000095,39
ORY12,2,6,6,2012,JAE02,6.73,36
ORY16,1,22,6,2016,JAE02,5.395,52
OTA71,1,3,6,1971,OTAGG,6.580000381,33
OTA72,1,5,6,1972,OTAGG,8.920000381,35
OTA74,2,3,6,1974,OTAGG,10.17999962,33
OTA75,2,20,6,1975,OTAGG,8.294999619,50
OTA76,2,5,6,1976,OTAGG,9.28,35
OTA77,2,8,6,1977,OTAGG,7.34,38
OTA78,1,11,6,1978,OTAGG,7.62,41
OTA80,1,8,6,1980,OTAGG,6.695000191,38
OTA81,2,15,6,1981,OTAGG,7.489999809,45
OTAGG,1,5,6,1966,,6.979999809,35
OTC75,2,29,5,1975,OTA72,6.310000095,28
OTC76,2,22,6,1976,OTA72,7.14,52
OTT89,1,23,6,1989,SCO83,5.600000095,53
OUI17,2,31,5,2017,AYE13,6.839999809,30
OVA00,1,21,6,2000,CAF93,7.29,51
OVA98,2,13,6,1998,CAF93,6.96,43
OXA01,1,31,5,2001,SRL91,8.179999619,30
OXA05,1,29,5,2005,SRL91,7.519999809,28
OXA95,1,3,6,1995,SRL91,6.320000095,33
OXA96,2,8,6,1996,SRL91,7.120000191,38
OXA97,2,3,7,1997,SRL91,7.940000191,63
OXA99,1,26,5,1999,SRL91,8.124999809,25
OXL83,2,5,6,1983,PRI79,6.54,35
OXL90,2,31,5,1990,PRI79,6.699999809,30
OXY00,2,31,5,2000,DOC96,4.94,30
OXY01,2,1,6,2001,DOC96,7.300000381,31
OXY03,2,1,6,2003,DOC96,8.219999619,31
OXY05,1,5,6,2005,DOC96,7.580000191,35
OXY06,1,2,6,2006,DOC96,6.320000095,32
OXY08,2,30,5,2008,DOC96,8.039999619,29
OXY09,2,14,6,2009,DOC96,6.680000095,44
OXY11,2,31,5,2011,DOC96,8.120000191,30
OYS13,2,26,5,2013,SLL09,4.925,25
PAN00,1,4,6,2000,PID95,5.109999809,34
PAN01,1,31,5,2001,PID95,4.620000191,30
PAN02,1,8,6,2002,PID95,5.519999809,38
PAN03,2,1,6,2003,PID95,6.940000191,31
PAN04,1,4,6,2004,PID95,6.040000095,34
PAN05,2,12,6,2005,PID95,6.169999809,42
PAN06,1,7,7,2006,PID95,6.28,67
PAN07,2,23,6,2007,PID95,4.840000095,53
PAN09,2,10,6,2009,PID95,5.94,40
PAP87,1,9,6,1987,CAL82,7.840000095,39
PAP88,2,9,6,1988,CAL82,6.440000191,39
PAP91,2,5,6,1991,CAL82,7.2,35
PAP94,2,29,5,1994,CAL82,8.480000381,28
PAR83,2,4,6,1983,COW79,4.64,34
PAW19,2,29,5,2019,APO15,7.2,28
PCL02,1,2,6,2002,PIC98,5.839999809,32
PCL04,2,17,5,2004,PIC98,7.780000095,16
PCL06,2,20,5,2006,PIC98,7.659999809,19
PCL08,2,17,5,2008,PIC98,7.64,16
PCN06,2,31,5,2006,WAL02,4.650000191,30
PCN07,1,29,5,2007,WAL02,4.180000095,28
PCN08,2,28,5,2008,WAL02,5.73,27
PCN09,1,4,7,2009,WAL02,6.855000095,64
PCN10,1,18,5,2010,WAL02,4.780000191,17
PCN11,1,29,5,2011,WAL02,5.339999809,28
PCN12,1,27,5,2012,WAL02,6.329999905,26
PCN13,2,7,6,2013,WAL02,6.540000095,37
PCN14,1,28,5,2014,WAL02,2.539999905,27
PCN15,2,25,5,2015,WAL02,5.94,24
PCN16,1,27,5,2016,WAL02,6.019999809,26
PCN17,2,5,6,2017,WAL02,3.325000095,35
PCN18,1,17,6,2018,WAL02,4.78,47
PCO03,1,10,6,2003,VIO97,7.109999809,40
PCO04,2,15,6,2004,VIO97,6.91,45
PCO06,1,26,5,2006,VIO97,6.739999905,25
PCO08,2,15,6,2008,VIO97,6.810000095,45
PCO11,2,12,6,2011,VIO97,7.054999905,42
PEA10,2,3,7,2010,NEC05,8.84,63
PEA12,2,8,6,2012,NEC05,8.109999809,38
PEA13,2,2,6,2013,NEC05,7.720000095,32
PEC81,1,3,6,1981,SCO76,7.520000381,33
PEC89,2,23,6,1989,SCO76,8.420000381,53
PEC90,2,5,6,1990,SCO76,6.680000095,35
PEC92,1,4,6,1992,SCO76,5.979999809,34
PEL87,2,29,6,1987,MOS83,6.12,59
PEL89,2,12,6,1989,MOS83,6.28,42
PEL91,1,7,6,1991,MOS83,6.360000095,37
PEL92,2,29,5,1992,MOS83,7.825000095,28
PEN84,2,15,6,1984,BAR80,6.080000191,45
PEN85,2,2,7,1985,BAR80,7.269999905,62
PEN86,2,16,6,1986,BAR80,6.139999809,46
PEN87,1,7,6,1987,BAR80,7.85,37
PEN88,2,4,6,1988,BAR80,7.2,34
PEN89,1,13,6,1989,BAR80,6.96,43
PEN90,1,30,5,1990,BAR80,7.225000191,29
PEN91,2,2,6,1991,BAR80,6.879999905,32
PEN92,1,6,6,1992,BAR80,5.654999809,36
PEP86,2,5,7,1986,MUS81,6.23,65
PEP88,2,2,6,1988,MUS81,6.680000095,32
PEP90,1,24,5,1990,MUS81,6.600000095,23
PEP91,1,4,7,1991,MUS81,7.620000191,64
PEP93,1,6,6,1993,MUS81,6.82,36
PEP94,2,11,6,1994,MUS81,5.059999905,41
PEP95,2,22,6,1995,MUS81,5.580000191,52
PEP99,2,29,6,1999,MUS81,4.739999905,59
PET83,1,11,6,1983,FAG79,6.460000095,41
PET85,1,28,5,1985,FAG79,7.64,27
PET87,1,20,6,1987,FAG79,6.64,50
PET88,1,30,6,1988,FAG79,4.709999905,60
PGB71,2,30,5,1971,SOB68,7.255000191,29
PGB72,2,13,6,1972,SOB68,7.679999619,43
PGB74,1,5,6,1974,SOB68,8.239999809,35
PGB76,1,10,6,1976,SOB68,8.459999619,40
PGB77,2,8,6,1977,SOB68,5.654999809,38
PGB81,2,24,6,1981,SOB68,9.185,54
PGB83,1,9,7,1983,SOB68,7.109999809,69
PGB85,1,30,6,1985,SOB68,7.119999809,60
PHA07,2,6,6,2007,LPA04,5.92,36
PHA10,1,29,5,2010,LPA04,7.740000381,28
PHA12,1,3,6,2012,LPA04,7.64,33
PHE18,2,4,6,2018,PPL15,4.699999809,34
PHL94,2,21,5,1994,PID89,5.725000191,20
PHL95,1,5,6,1995,PID89,3.900000095,35
PHL96,1,5,6,1996,PID89,6.64,35
PHL97,2,11,6,1997,PID89,6.35,41
PHL98,2,9,6,1998,PID89,6.980000095,39
PHO80,2,4,7,1980,FEE75,6.899999809,64
PIC00,2,27,5,2000,MUS85,7.32,26
PIC90,2,23,5,1990,MUS85,7.32,22
PIC91,1,13,7,1991,MUS85,7.41,73
PIC93,2,31,5,1993,MUS85,7.310000095,30
PIC94,2,2,6,1994,MUS85,8.109999809,32
PIC96,2,26,5,1996,MUS85,9.42,25
PIC98,1,18,5,1998,MUS85,7.275,17
PID89,1,14,6,1989,LIM85,6.679999809,44
PID91,1,28,5,1991,LIM85,5.680000191,27
PID92,1,5,6,1992,LIM85,3.899999809,35
PID94,2,30,5,1994,LIM85,7.295000095,29
PID95,1,8,6,1995,LIM85,5.639999809,38
PID96,2,11,6,1996,LIM85,7.56,41
PID97,1,18,6,1997,LIM85,6.249999809,48
PID99,1,29,5,1999,LIM85,5.210000191,28
PIL98,2,27,5,1998,HER93,8.06,26
PIL99,2,5,6,1999,HER93,9.56,35
PIN74,2,6,6,1974,TAL70,6.620000191,36
PIN76,1,8,6,1976,TAL70,2.680000095,38
PIN77,1,6,6,1977,TAL70,3.940000191,36
PIN78,2,4,6,1978,TAL70,6.329999905,34
PIN80,1,12,7,1980,TAL70,6.124999809,72
PIN83,1,5,7,1983,TAL70,4.220000095,65
PIP98,2,11,6,1998,TEL90,8.48,41
PKN18,1,28,5,2018,CNK04,8.28,27
PKN19,1,29,5,2019,CNK04,7.030000191,28
PLO77,1,15,6,1977,TRN74,3.960000095,45
PLO79,2,14,6,1979,TRN74,5.239999905,44
PLO82,1,8,6,1982,TRN74,6.455,38
PLO84,2,13,6,1984,TRN74,6.44,43
PLO86,2,25,6,1986,TRN74,5.250000095,55
PLO88,1,27,6,1988,TRN74,4.940000191,57
PLS17,2,29,5,2017,MAJ14,6.839999809,28
PLS18,1,27,5,2018,MAJ14,6.44,26
PLS20,1,23,5,2020,MAJ14,6.42,22
PLS21,1,21,5,2021,MAJ14,7.609999809,20
PLT09,1,1,6,2009,KNO03,6.100000095,31
PLV22,1,27,5,2022,GLR18,5.979999809,26
PLV23,2,18,5,2023,GLR18,9.56,17
PMP04,2,29,5,2004,MNT99,7.064999809,28
PNT98,2,13,6,1998,MOO94,6.955,43
POL74,2,16,6,1974,POLLU,6.440000191,46
POL76,1,6,6,1976,POLLU,5.860000191,36
POL79,1,8,6,1979,POLLU,6.46,38
POL81,1,12,6,1981,POLLU,5.28,42
POL84,2,16,6,1984,POLLU,7.659999809,46
POM01,2,25,5,2001,BNX93,6.440000191,24
POM03,2,17,6,2003,BNX93,7.64,47
POM04,1,4,6,2004,BNX93,5.524999905,34
POM06,2,30,5,2006,BNX93,4.320000095,29
POM07,2,5,6,2007,BNX93,5.339999809,35
POM97,1,31,5,1997,BNX93,6.580000191,30
POM99,2,28,5,1999,BNX93,6.14,27
POR92,1,28,8,1992,OAT87,7.620000191,119
POT09,1,8,5,2009,TRT05,5.159999905,7
POT10,1,6,5,2010,TRT05,8.330000381,5
PPK94,1,31,5,1994,PEP90,6.190000095,30
PPK96,2,31,5,1996,PEP90,5.78,30
PPL11,1,31,5,2011,FRT07,6.7,30
PPL12,1,13,6,2012,FRT07,7.064999809,43
PPL14,2,31,5,2014,FRT07,7.520000381,30
PPL15,1,13,6,2015,FRT07,6.149999905,43
PPL16,2,23,5,2016,FRT07,6.019999905,22
PPT11,2,5,6,2011,WAG06,5.220000191,35
PPT13,2,24,5,2013,WAG06,5.139999809,23
PPT16,2,25,5,2016,WAG06,6.1,24
PPT17,2,10,6,2017,WAG06,,40
PPT18,1,25,6,2018,WAG06,,55
PPT19,2,11,6,2019,WAG06,6.154999809,41
PPT20,1,28,5,2020,WAG06,,27
PPU22,1,23,5,2022,EKA17,4.940000191,22
PPU23,2,21,5,2023,EKA17,8.330000381,20
PPY10,1,6,6,2010,HON06,6.425,36
PPY11,2,29,5,2011,HON06,,28
PRA89,1,10,6,1989,TER84,7.139999809,40
PRA91,1,9,6,1991,TER84,7.974999809,39
PRC02,1,3,6,2002,TRT98,8.039999619,33
PRC05,2,9,6,2005,TRT98,6.85,39
PRC06,1,16,6,2006,TRT98,8.82,46
PRC07,1,18,6,2007,TRT98,8.079999809,48
PRC09,1,10,6,2009,TRT98,7.419999905,40
PRC11,2,8,5,2011,TRT98,5.48,7
PRC12,1,18,5,2012,TRT98,7.4,17
PRC14,2,24,5,2014,TRT98,5.295000095,23
PRD19,2,6,6,2019,JAD13,8.620000191,36
PRD22,2,26,5,2022,JAD13,7.540000095,25
PRI80,2,11,6,1980,PGB74,8.495000381,41
PRI81,1,14,6,1981,PGB74,7.880000381,44
PRI82,2,5,6,1982,PGB74,7.520000381,35
PRI83,2,14,6,1983,PGB74,8.324999619,44
PRI85,2,7,6,1985,PGB74,7.640000191,37
PRI86,2,26,6,1986,PGB74,10.11999981,56
PRI89,1,12,6,1989,PGB74,6.580000191,42
PRI90,1,9,6,1990,PGB74,6.419999905,39
PRK83,2,13,6,1983,OTA78,6.899999809,43
PRL17,1,28,5,2017,SAP12,6.955,27
PRL18,2,24,5,2018,SAP12,5.739999905,23
PRL19,2,28,5,2019,SAP12,7.680000191,27
PRN01,2,23,5,2001,OXA95,7.32,22
PRN98,2,6,6,1998,OXA95,4.879999905,36
PRN99,2,5,6,1999,OXA95,7.449999905,35
PRS93,2,2,6,1993,ATH89,6.159999809,32
PRS95,2,23,5,1995,ATH89,7.28,22
PRS97,1,27,5,1997,ATH89,7.120000191,26
PRS98,1,1,6,1998,ATH89,7.979999809,31
PRS99,2,23,6,1999,ATH89,6.860000191,53
PRT96,1,31,5,1996,ORP92,5.780000191,30
PRT97,2,7,6,1997,ORP92,5.295000095,37
PRT99,2,25,7,1999,ORP92,6.64,85
PSE15,2,28,5,2015,WSD12,6.05,27
PSS10,2,9,6,2010,CND06,5.479999809,39
PSS12,2,18,6,2012,CND06,6.979999809,48
PSS14,1,31,5,2014,CND06,6.860000191,30
PSS15,2,9,6,2015,CND06,5.775000095,39
PSS16,2,4,6,2016,CND06,6.919999905,34
PSS18,1,3,6,2018,CND06,5.310000095,33
PSS20,2,3,6,2020,CND06,4.810000095,33
PSS22,1,19,6,2022,CND06,4.339999809,49
PTL00,2,5,6,2000,MNX89,4.594999809,35
PTL02,2,18,6,2002,MNX89,4.460000095,48
PTL93,2,29,6,1993,MNX89,4.78,59
PTL94,1,10,6,1994,MNX89,4.41,40
PTL95,2,21,6,1995,MNX89,4.474999809,51
PTL96,1,20,6,1996,MNX89,5.44,50
PTL97,1,8,6,1997,MNX89,5.500000191,38
PTL98,1,17,6,1998,MNX89,4.650000191,47
PTN87,1,15,6,1987,LIM83,4.799999905,45
PTN89,2,3,6,1989,LIM83,5.540000095,33
PTN90,2,13,6,1990,LIM83,4.739999905,43
PTN92,1,27,5,1992,LIM83,5.240000191,26
PTN93,1,3,6,1993,LIM83,4.979999905,33
PTN94,2,23,5,1994,LIM83,2.299999952,22
PTN95,1,22,5,1995,LIM83,2.840000048,21
PUE15,2,10,6,2015,NAV12,4.64,40
PUE16,2,10,6,2016,NAV12,5.42,40
PUE17,2,13,6,2017,NAV12,7.210000191,43
PUE18,1,2,6,2018,NAV12,4.92,32
PUE19,2,5,6,2019,NAV12,7.740000381,35
PUE22,1,4,6,2022,NAV12,6.739999905,34
PUE23,2,7,7,2023,NAV12,7.619999809,67
PUF01,2,13,6,2001,POM97,4.239999905,43
PUF03,1,3,7,2003,POM97,6.019999619,63
PUF04,1,8,6,2004,POM97,4.310000095,38
PUF05,2,10,6,2005,POM97,3.529999952,40
PUF06,1,5,6,2006,POM97,5.150000191,35
PUF07,1,4,6,2007,POM97,3.839999809,34
PUF08,1,10,6,2008,POM97,3.754999952,40
PUF10,2,12,6,2010,POM97,3.839999809,42
PUF11,1,16,6,2011,POM97,1.869999976,46
PUF13,2,11,6,2013,POM97,2.840000095,41
PUM08,1,8,6,2008,CND03,5.680000191,38
PUM10,1,11,6,2010,CND03,4.619999809,41
PUP20,2,1,6,2020,SWT17,5.720000191,31
PUZ86,2,4,7,1986,,5.14,64
QIN20,1,27,5,2020,MCU17,5.339999809,26
QIN21,2,28,5,2021,MCU17,5.739999905,27
QIN22,2,30,5,2022,MCU17,5.940000191,29
QTZ12,1,31,5,2012,TIC07,5.299999809,30
QTZ13,1,4,6,2013,TIC07,5.24,34
QTZ14,1,8,6,2014,TIC07,6.900000191,38
QTZ16,1,20,5,2016,TIC07,6.154999809,19
QTZ19,1,12,8,2019,TIC07,7.399999809,103
QTZ20,2,23,6,2020,TIC07,6.98,53
QTZ22,1,9,6,2022,TIC07,5.340000095,39
QUA79,1,3,6,1979,BR274,2.975000048,33
QUA81,2,3,6,1981,BR274,3.979999905,33
QUA83,1,9,6,1983,BR274,3.724999952,39
QUA87,2,10,6,1987,BR274,5.210000191,40
QUE21,1,4,6,2021,PSS18,5.320000095,34
QUI82,2,6,6,1982,MEL77,5.280000191,36
QUN92,2,7,6,1992,CAF89,5.42,37
QUN96,1,2,6,1996,CAF89,7.02,32
QUN97,1,29,5,1997,CAF89,8.220000191,28
QUN98,1,24,5,1998,CAF89,8.12,23
QUN99,1,5,6,1999,CAF89,7.295000095,35
RAD08,1,31,5,2008,DEO05,6.040000095,30
RAN79,2,15,6,1979,YTA75,5.340000191,45
RAN81,1,1,6,1981,YTA75,7.534999809,31
RAN82,2,3,6,1982,YTA75,7.220000191,33
RAP00,2,26,6,2000,THU94,9.080000191,56
RAP02,2,3,6,2002,THU94,7.800000381,33
RAP03,1,13,6,2003,THU94,7.980000381,43
RAP06,1,28,5,2006,THU94,7.079999809,27
RAP97,1,6,6,1997,THU94,6.680000095,36
RAP98,2,10,6,1998,THU94,7.440000191,40
RAS12,1,2,6,2012,MTT08,6.064999809,32
RAS13,1,2,6,2013,MTT08,4.530000191,32
RAS14,1,5,6,2014,MTT08,5.310000095,35
RAS15,2,10,6,2015,MTT08,6.024999905,40
RAS16,1,4,6,2016,MTT08,5.740000191,34
RAS17,2,2,6,2017,MTT08,5.419999905,32
RAS18,1,22,6,2018,MTT08,4.94,52
RAS20,1,22,5,2020,MTT08,5.899999809,21
RAS21,2,30,5,2021,MTT08,5.019999809,29
RBY02,1,31,5,2002,STO98,7.094999809,30
RBY03,1,31,5,2003,STO98,6.220000191,30
RBY05,1,23,5,2005,STO98,6.46,22
RBY06,2,4,6,2006,STO98,6.32,34
RBY07,2,6,6,2007,STO98,5.925,36
RBY09,1,26,5,2009,STO98,5.180000191,25
RBY10,2,7,6,2010,STO98,4.91,37
RBY12,2,5,6,2012,STO98,6.840000095,35
RDD08,1,21,5,2008,CLK04,5.609999809,20
RDD10,2,10,5,2010,CLK04,4.339999809,9
RDD12,2,14,5,2012,CLK04,8.06,13
RDD13,2,22,5,2013,CLK04,6.280000095,21
RDD14,1,26,5,2014,CLK04,6.310000095,25
RDD15,1,27,5,2015,CLK04,5.850000191,26
RDD16,1,24,5,2016,CLK04,6.739999905,23
RDD17,2,30,5,2017,CLK04,6.040000095,29
RDD18,2,19,5,2018,CLK04,7.180000095,18
RDD19,2,5,6,2019,CLK04,5.720000095,35
RDD20,2,22,5,2020,CLK04,3.839999809,21
RDD21,2,16,5,2021,CLK04,8.179999619,15
RED72,2,3,6,1972,REDYE,7.239999905,33
RED74,1,5,6,1974,REDYE,9.140000191,35
RED75,2,3,6,1975,REDYE,7.32,33
RED76,1,11,6,1976,REDYE,7.509999905,41
RED77,2,3,6,1977,REDYE,6.91,33
RED79,2,30,5,1979,REDYE,8.109999809,29
RED81,2,18,6,1981,REDYE,7.819999619,48
RED82,1,12,7,1982,REDYE,5.040000095,72
REG19,2,17,6,2019,RAS14,6.624999809,47
REG21,1,23,7,2021,RAS14,7.850000191,83
REG23,1,31,5,2023,RAS14,6.739999905,30
RET78,2,28,6,1978,RTN74,7.220000095,58
RGR71,1,28,5,1971,RGRHI,7.255000191,27
RGR73,2,4,6,1973,RGRHI,8.380000381,34
RGR74,2,2,6,1974,RGRHI,8.525000381,32
RGR75,1,29,5,1975,RGRHI,8.019999619,28
RGR76,2,28,5,1976,RGRHI,8.080000191,27
RGR77,1,7,6,1977,RGRHI,6.439999809,37
RGR78,2,13,6,1978,RGRHI,7.040000095,43
RGR79,1,3,6,1979,RGRHI,7.000000191,33
RGR81,2,8,7,1981,RGRHI,4.600000095,68
RGRHI,1,31,5,1966,,8.02,30
RHA21,2,20,6,2021,EMU18,4.540000095,50
RHB18,1,30,6,2018,RHE14,5.28,60
RHB20,2,1,6,2020,RHE14,7.374999905,31
RHB22,1,28,6,2022,RHE14,8.039999619,58
RHB23,1,31,5,2023,RHE14,8.220000191,30
RHE09,2,20,6,2009,OXY05,5.639999809,50
RHE12,1,29,5,2012,OXY05,5.540000095,28
RHE13,1,30,5,2013,OXY05,3.439999952,29
RHE14,1,14,6,2014,OXY05,5.91,44
RHE16,1,3,6,2016,OXY05,6.554999905,33
RHU07,1,30,5,2007,ALD03,5.580000191,29
RHY82,2,8,6,1982,MOS78,7.339999809,38
RHY84,2,2,6,1984,MOS78,7.35,32
RHY86,1,1,6,1986,MOS78,8.119999809,31
RHY88,1,25,5,1988,MOS78,7.64,24
RHY90,2,27,5,1990,MOS78,7.980000381,26
RHY92,1,4,6,1992,MOS78,7.64,34
RIB00,2,13,6,2000,BCL96,7.019999809,43
RIB02,2,14,6,2002,BCL96,6.440000191,44
RIB03,1,2,6,2003,BCL96,7.109999809,32
RIB05,1,8,6,2005,BCL96,7.109999809,38
RIB07,2,10,6,2007,BCL96,6.580000191,40
RIE21,1,18,6,2021,SVG17,5.32,48
RIE23,2,19,9,2023,SVG17,,141
RMX01,2,4,6,2001,DOC97,6.559999905,34
ROB12,1,3,6,2012,WRE07,6.599999905,33
ROB13,2,27,5,2013,WRE07,5.979999809,26
ROB16,2,24,6,2016,WRE07,7.239999619,54
ROB17,2,26,5,2017,WRE07,6.73,25
ROM02,1,31,5,2002,TIN95,6.024999905,30
ROM98,2,18,6,1998,TIN95,3.839999809,48
RPP03,1,11,6,2003,RUF00,6.049999809,41
RPP05,1,26,5,2005,RUF00,7.540000095,25
RPP06,2,11,6,2006,RUF00,6.895,41
RPP08,1,28,5,2008,RUF00,7.319999619,27
RPP09,2,31,5,2009,RUF00,7.339999809,30
RPP10,1,8,6,2010,RUF00,6.594999809,38
RPP11,1,14,6,2011,RUF00,6.225000191,44
RPP12,1,24,5,2012,RUF00,5.79,23
RPP13,1,5,7,2013,RUF00,7.000000095,65
RSS12,2,2,6,2012,SCT09,6.5,32
RTN74,1,3,6,1974,RTNIC,7.855000095,33
RTN76,2,26,5,1976,RTNIC,7.654999809,25
RUB05,2,24,5,2005,GRA98,6.660000381,23
RUB06,1,31,5,2006,GRA98,5.680000095,30
RUB09,2,26,5,2009,GRA98,9.92,25
RUB10,2,11,6,2010,GRA98,5.255000191,41
RUF00,1,20,6,2000,GOD97,4.140000191,50
RUF03,2,6,6,2003,GOD97,6.764999809,36
RUF04,1,8,6,2004,GOD97,4.78,38
RUF05,1,16,6,2005,GOD97,5.180000191,46
RUF06,2,3,6,2006,GOD97,5.855000095,33
RUF07,1,4,6,2007,GOD97,6.699999905,34
RUF08,1,7,6,2008,GOD97,5.825000095,37
RUF09,1,3,6,2009,GOD97,4.320000095,33
RUF10,2,16,6,2010,GOD97,4.559999905,46
RUF12,2,24,5,2012,GOD97,6.080000191,23
RUI09,1,1,6,2009,KLD05,4.955,31
RUI10,2,4,6,2010,KLD05,5.399999809,34
RUM00,1,14,6,2000,STI96,3.979999809,44
RUM03,2,5,6,2003,STI96,6.060000191,35
RUM07,2,14,6,2007,STI96,5.74,44
