Code,Sex,BirthDay,BirthMonth,BirthYear,MumCode,BirthWt,DaysFrom1May
DOR83,2,28,6,1983,YTA72,6.1,58
DOT02,1,2,6,2002,LPW93,6.720000191,32
DOT04,2,22,5,2004,LPW93,6.979999905,21
DOT97,2,3,6,1997,LPW93,5.540000095,33
DPU95,2,8,6,1995,DBL89,7.42,38
DRE12,2,6,6,2012,PRC09,6.009999905,36
DRE14,2,28,5,2014,PRC09,6.96,27
DRE15,2,21,5,2015,PRC09,5.130000095,20
DRE17,2,24,5,2017,PRC09,6.500000191,23
DRN00,2,20,5,2000,DORNY,6.579999809,19
DRO20,1,2,6,2020,SPY15,5.339999809,32
DRO21,2,10,6,2021,SPY15,4.955,40
DRO23,2,18,6,2023,SPY15,6.755000191,48
DRP03,1,6,6,2003,SAX99,5.839999809,36
DRP04,1,27,5,2004,SAX99,7.220000191,26
DTN04,1,31,5,2004,TRT00,5.725000191,30
DTN06,2,1,6,2006,TRT00,7.540000095,31
DUB06,2,1,6,2006,STI02,4.619999809,31
DUB08,2,30,5,2008,STI02,6.720000191,29
DUB09,2,27,5,2009,STI02,5.899999809,26
DUB12,2,5,6,2012,STI02,7.139999809,35
DUB13,1,2,6,2013,STI02,6.680000095,32
DUB14,1,8,6,2014,STI02,7.779999619,38
DUB15,1,6,6,2015,STI02,6.149999905,36
DUB16,1,15,6,2016,STI02,7.440000191,45
DUI87,2,8,6,1987,DOR82,6.839999809,38
DUI89,1,2,6,1989,DOR82,5.159999809,32
DUI91,1,20,5,1991,DOR82,6.940000191,19
DUN87,2,27,6,1987,WHA83,6.479999809,57
DUN89,2,4,6,1989,WHA83,6.32,34
DUN91,1,23,5,1991,WHA83,8.14,22
DUN93,1,19,7,1993,WHA83,8.019999809,79
DUN94,1,20,6,1994,WHA83,6.41,50
EBO87,1,19,6,1987,PET83,3.739999905,49
EBO88,2,9,6,1988,PET83,6.399999809,39
EBO90,1,9,6,1990,PET83,6.479999809,39
EBO92,1,4,6,1992,PET83,5.78,34
EDA09,2,5,6,2009,CHD05,5.799999905,35
EDA10,1,12,6,2010,CHD05,5.524999905,42
EDA13,2,28,5,2013,CHD05,5.210000191,27
EDA14,1,3,6,2014,CHD05,6.710000191,33
EDA15,2,16,6,2015,CHD05,5.174999809,46
EDA16,2,30,6,2016,CHD05,5.740000191,60
EDD13,1,3,6,2013,RUF09,4.610000191,33
EDD14,2,13,6,2014,RUF09,5.379999905,43
EDD15,2,14,7,2015,RUF09,6.1,74
EDD16,2,8,6,2016,RUF09,5.839999809,38
EDD17,1,11,6,2017,RUF09,5.639999809,41
EDD18,1,6,6,2018,RUF09,5.180000095,36
EDD19,1,4,6,2019,RUF09,5.885000095,34
EGR88,2,7,7,1988,IBI84,8.500000191,67
EGR90,2,18,6,1990,IBI84,7.530000191,48
EGR91,1,15,6,1991,IBI84,8.78,45
EGR93,2,7,6,1993,IBI84,7.710000381,37
EGR94,2,8,6,1994,IBI84,4.039999809,38
EID01,2,9,6,2001,MAL93,7.98,39
EID03,1,16,5,2003,MAL93,7.220000191,15
EID05,1,2,6,2005,MAL93,6.519999905,32
EID07,1,22,6,2007,MAL93,6.32,52
EID09,2,17,5,2009,MAL93,6.340000095,16
EID97,1,10,8,1997,MAL93,7.080000191,101
EIF81,1,1,7,1981,COT78,5.579999809,61
EKA15,2,27,5,2015,MEE11,6.539999905,26
EKA17,1,26,6,2017,MEE11,7.755000191,56
EKA22,1,2,6,2022,MEE11,8.740000381,32
ELA15,2,12,6,2015,ARA11,5.479999905,42
ELA17,2,15,6,2017,ARA11,6.075000191,45
ELI19,2,18,5,2019,LEI15,7.024999905,17
ELK17,1,28,5,2017,LEI13,7.609999809,27
ELK18,1,8,6,2018,LEI13,7.775,38
ELK19,2,3,6,2019,LEI13,7.609999809,33
ELK20,2,1,6,2020,LEI13,7.080000191,31
ELK21,2,27,5,2021,LEI13,7.540000095,26
ELK22,1,1,6,2022,LEI13,7.810000095,31
ELK23,2,22,5,2023,LEI13,7.830000381,21
EMB08,1,4,6,2008,CND04,6.479999809,34
EMB10,2,3,6,2010,CND04,6.440000191,33
EMB12,1,21,5,2012,CND04,6.4,20
EMB13,1,28,5,2013,CND04,4.030000191,27
EMB14,2,11,6,2014,CND04,6.720000095,41
EME21,2,30,5,2021,PRL17,7.540000095,29
EMU15,2,18,6,2015,LYR12,5.740000095,48
EMU16,2,8,6,2016,LYR12,6.92,38
EMU18,1,26,5,2018,LYR12,7.440000191,25
EMU19,1,3,6,2019,LYR12,7.159999809,33
EMU20,2,26,5,2020,LYR12,7.980000381,25
EMU21,1,30,5,2021,LYR12,6.780000095,29
EMU22,1,2,6,2022,LYR12,6.91,32
EMU23,1,28,5,2023,LYR12,7.880000381,27
EOL84,1,15,6,1984,CAN80,6.449999905,45
EOL86,1,11,6,1986,CAN80,7.880000381,41
EOL88,1,3,6,1988,CAN80,6.820000095,33
EOL91,2,7,6,1991,CAN80,7.28,37
EQU92,1,31,5,1992,INI87,6.96,30
ESP05,1,12,6,2005,LTE02,7.009999905,42
ETN01,2,8,6,2001,ALD94,6.56,38
ETN03,2,23,5,2003,ALD94,8.479999809,22
ETN97,2,5,6,1997,ALD94,6.979999809,35
FAG79,1,8,6,1979,CHE73,4.275,38
FAG81,1,20,6,1981,CHE73,6.040000095,50
FAL03,1,6,6,2003,CHP94,7.540000095,36
FAL99,1,6,6,1999,CHP94,5.755000191,36
FAN83,1,20,6,1983,COL80,4.600000095,50
FAN85,2,31,5,1985,COL80,6.739999905,30
FAN86,1,13,7,1986,COL80,4.28,73
FAN87,2,19,6,1987,COL80,5.28,49
FAN88,1,10,6,1988,COL80,3.895,40
FAN90,1,28,5,1990,COL80,6.810000095,27
FAN92,2,24,5,1992,COL80,5.739999905,23
FAN93,1,3,6,1993,COL80,6.600000095,33
FAN94,1,5,6,1994,COL80,3.280000095,35
FAN95,2,25,5,1995,COL80,3.494999905,24
FAN96,1,30,5,1996,COL80,3.299999952,29
FAT20,2,,,2020,ARA15,5.699999809,
FBB22,2,3,6,2022,BOO19,2.840000048,33
FDL00,1,15,6,2000,VIO89,4.220000191,45
FDL03,1,3,6,2003,VIO89,6.549999809,33
FDL06,2,2,6,2006,VIO89,4.14,32
FDL93,1,2,6,1993,VIO89,4.630000095,32
FDL94,1,30,5,1994,VIO89,5.024999905,29
FDL96,1,18,5,1996,VIO89,5.899999809,17
FDL97,2,1,6,1997,VIO89,5.994999905,31
FDL99,1,12,5,1999,VIO89,5.12,11
FEA85,2,16,6,1985,PLO82,4.680000191,46
FEA88,1,10,6,1988,PLO82,6.42,40
FEA89,1,15,6,1989,PLO82,6.080000191,45
FEA90,2,4,6,1990,PLO82,7.140000191,34
FEA91,1,4,6,1991,PLO82,4.82,34
FEA92,2,6,6,1992,PLO82,7.239999905,36
FEA94,1,9,6,1994,PLO82,5.720000191,39
FEA95,1,8,6,1995,PLO82,5.64,38
FEA96,2,6,6,1996,PLO82,6.800000191,36
FEA97,1,6,6,1997,PLO82,6.28,36
FEA98,2,13,6,1998,PLO82,3.92,43
FEE73,2,31,5,1973,FEEDE,6.400000095,30
FEE74,1,20,6,1974,FEEDE,7.654999809,50
FEE75,1,6,7,1975,FEEDE,6.940000191,66
FEN86,2,10,6,1986,RED82,7.839999809,40
FEN89,1,27,5,1989,RED82,5.44,26
FEN90,1,25,5,1990,RED82,6.040000095,24
FEN91,2,4,6,1991,RED82,6.82,34
FEN92,2,4,6,1992,RED82,6.599999619,34
FIB13,1,30,5,2013,FMR06,5.690000095,29
FID82,1,11,6,1982,VER78,6.109999809,41
FID83,1,14,6,1983,VER78,5.839999809,44
FID84,2,20,6,1984,VER78,6.109999809,50
FID85,2,6,7,1985,VER78,7.840000095,66
FID86,1,28,6,1986,VER78,5.28,58
FID87,2,22,6,1987,VER78,6.94,52
FID88,2,24,6,1988,VER78,6.340000095,54
FID89,1,29,6,1989,VER78,4.705000095,59
FID90,1,23,6,1990,VER78,5.240000191,53
FIE87,1,5,7,1987,SIE82,5.879999905,65
FIE92,2,29,5,1992,SIE82,6.360000191,28
FIJ98,1,17,6,1998,ALD95,5.14,47
FIL90,1,28,5,1990,EIF81,7.740000381,27
FIL92,2,14,6,1992,EIF81,8.440000191,44
FIN93,1,31,5,1993,FEN89,5.06,30
FIN95,2,31,5,1995,FEN89,5.839999809,30
FIN97,1,3,6,1997,FEN89,5.940000191,33
FIR75,2,27,5,1975,BUL70,5.049999809,26
FIR76,2,23,6,1976,BUL70,3.879999905,53
FIR77,2,1,6,1977,BUL70,6.925,31
FIR78,2,9,6,1978,BUL70,5.609999809,39
FIR79,2,21,5,1979,BUL70,5.379999905,20
FIR81,2,30,5,1981,BUL70,6.620000191,29
FIS85,2,19,6,1985,CRA81,5.94,49
FLA85,1,8,6,1985,UPT79,7.280000191,38
FLA88,2,16,6,1988,UPT79,7.28,46
FLA90,2,2,6,1990,UPT79,6.34,32
FLA91,2,19,6,1991,UPT79,6.87,49
FLA93,2,2,7,1993,UPT79,6.42,62
FLG00,2,10,6,2000,ANK90,6.2,40
FLG95,2,2,6,1995,ANK90,7.099999905,32
FLG97,1,22,5,1997,ANK90,6.739999619,21
FLG98,1,25,6,1998,ANK90,6.740000191,55
FLM15,2,6,6,2015,EMB12,7.130000095,36
FLM16,2,31,5,2016,EMB12,7.130000095,30
FLM18,2,31,5,2018,EMB12,7.720000191,30
FLM19,1,25,5,2019,EMB12,7.92,24
FLU10,2,9,6,2010,PCO06,5.079999809,39
FLU13,1,19,5,2013,PCO06,6.210000191,18
FLU14,1,7,6,2014,PCO06,4.310000095,37
FLU15,2,31,5,2015,PCO06,7.039999905,30
FLY82,1,6,6,1982,LTF74,5.119999809,36
FMR04,1,2,6,2004,HOL00,6.195000191,32
FMR06,1,3,6,2006,HOL00,6.879999905,33
FMR08,1,28,5,2008,HOL00,6.440000191,27
FMR09,2,10,6,2009,HOL00,7.710000191,40
FNY01,1,3,6,2001,FOP97,3.519999905,33
FOL75,2,29,5,1975,MOD72,5.870000095,28
FOL80,1,14,6,1980,MOD72,6.624999809,44
FOL81,2,1,6,1981,MOD72,7.955,31
FOL83,1,29,5,1983,MOD72,6.28,28
FOL84,2,11,6,1984,MOD72,7.399999809,41
FOL86,2,6,6,1986,MOD72,6.554999905,36
FOL88,2,4,6,1988,MOD72,7.419999905,34
FOP94,2,14,6,1994,DAN90,5.88,44
FOP97,1,2,6,1997,DAN90,5.899999809,32
FOP98,2,14,6,1998,DAN90,6.619999809,44
FOP99,1,19,6,1999,DAN90,6.7,49
FOU00,2,9,6,2000,SUL90,2.5,39
FOU01,1,8,6,2001,SUL90,4.839999809,38
FOU03,1,1,6,2003,SUL90,4.239999905,31
FOU06,1,28,5,2006,SUL90,,27
FOU07,2,4,6,2007,SUL90,2.44,34
FOU95,1,10,6,1995,SUL90,2.750000048,40
FOU97,2,8,6,1997,SUL90,5.540000095,38
FOU99,2,1,6,1999,SUL90,5.479999905,31
FRA00,1,21,5,2000,PEN90,7.240000191,20
FRA01,2,25,5,2001,PEN90,7.940000191,24
FRA03,1,21,5,2003,PEN90,8.220000191,20
FRA04,1,17,5,2004,PEN90,6.92,16
FRA94,2,9,6,1994,PEN90,7.44,39
FRA95,2,4,6,1995,PEN90,6.639999809,34
FRA96,2,4,6,1996,PEN90,8.079999809,34
FRA98,2,29,5,1998,PEN90,8.809999619,28
FRE83,1,24,6,1983,THO78,6.680000095,54
FRE85,2,9,6,1985,THO78,5.899999809,39
FRE87,2,8,6,1987,THO78,6.440000191,38
FRE89,1,4,6,1989,THO78,5.479999809,34
FRE90,2,8,6,1990,THO78,6.810000095,38
FRO89,2,10,6,1989,BIL84,5.925,40
FRO91,2,22,7,1991,BIL84,6.14,82
FRO93,1,8,6,1993,BIL84,6.740000191,38
FRO95,2,5,6,1995,BIL84,5.879999905,35
FRO96,1,26,5,1996,BIL84,1.02,25
FRO98,1,1,6,1998,BIL84,6.120000191,31
FRT00,2,11,6,2000,BUT96,5.519999905,41
FRT02,2,25,5,2002,BUT96,6.300000381,24
FRT05,2,24,5,2005,BUT96,7.099999619,23
FRT06,1,2,6,2006,BUT96,6.280000191,32
FRT07,1,8,6,2007,BUT96,6.440000191,38
FRT08,2,25,6,2008,BUT96,5.860000095,55
FRT99,2,29,5,1999,BUT96,3.219999905,28
FTH05,2,29,5,2005,WSD00,8.039999619,28
FTH07,2,7,6,2007,WSD00,8.160000381,37
FTH08,1,12,6,2008,WSD00,7.48,42
FUL85,1,2,6,1985,MAW79,6.46,32
FUL86,1,10,6,1986,MAW79,5.440000191,40
FUL87,1,27,6,1987,MAW79,6.739999905,57
FUL89,1,9,6,1989,MAW79,7.120000191,39
FUL90,2,31,5,1990,MAW79,6.874999905,30
FUL91,2,4,6,1991,MAW79,5.460000095,34
FUL93,1,11,6,1993,MAW79,5.440000191,41
FVA16,2,31,5,2016,DUB11,4.32,30
FVA17,1,9,6,2017,DUB11,3.94,39
GAL81,1,18,6,1981,POL77,5.759999809,48
GAL83,1,4,6,1983,POL77,5.620000191,34
GAL85,1,5,6,1985,POL77,6.739999619,35
GAL86,1,30,6,1986,POL77,4.64,60
GAL87,2,12,6,1987,POL77,7.659999809,42
GAL89,1,13,6,1989,POL77,7.280000095,43
GAL90,2,25,6,1990,POL77,6.5,55
GAN00,2,23,5,2000,SUL94,6.150000191,22
GAN01,1,29,5,2001,SUL94,4.32,28
GAN03,1,25,5,2003,SUL94,6.640000191,24
GAN04,2,5,6,2004,SUL94,5.710000191,35
GAN05,2,30,5,2005,SUL94,7.120000191,29
GAN06,1,31,5,2006,SUL94,5.220000095,30
GAN97,1,1,6,1997,SUL94,2.610000048,31
GAN99,2,6,6,1999,SUL94,3.64,36
GCE07,2,1,6,2007,FTH03,7.580000191,31
GCE08,2,8,6,2008,FTH03,8.78,38
GEM83,1,14,6,1983,POL79,2.82,44
GEM84,2,17,6,1984,POL79,5.810000095,47
GEM85,2,16,6,1985,POL79,5.479999809,46
GEM88,2,14,6,1988,POL79,6.28,44
GEM90,1,14,5,1990,POL79,6.239999905,13
GEM91,2,5,7,1991,POL79,5.91,65
GEN03,1,2,6,2003,SAX98,7.48,32
GGZ15,1,30,5,2015,CHD10,6.875,29
GGZ16,2,30,5,2016,CHD10,7.14,29
GGZ17,1,11,6,2017,CHD10,5.799999905,41
GGZ19,2,24,5,2019,CHD10,8.74,23
GGZ20,2,25,5,2020,CHD10,8.32,24
GGZ21,2,30,5,2021,CHD10,7.46,29
GGZ22,2,2,6,2022,CHD10,,32
GGZ23,2,3,6,2023,CHD10,3.619999809,33
GIN89,2,29,5,1989,JUN85,5.479999809,28
GIN91,2,25,5,1991,JUN85,8.979999809,24
GIN92,1,30,5,1992,JUN85,5.78,29
GIN93,1,27,6,1993,JUN85,5.540000095,57
GIN94,2,31,5,1994,JUN85,6.695000191,30
GIN95,2,13,6,1995,JUN85,6.120000191,43
GIN96,2,9,6,1996,JUN85,7.680000191,39
GIS21,1,4,6,2021,ELK18,4.839999809,34
GIS22,2,17,6,2022,ELK18,6.479999905,47
GKG07,1,8,6,2007,CED04,7.300000381,38
GKG09,2,24,5,2009,CED04,9.95,23
GL376,2,14,6,1976,GLA69,6.940000191,44
GL377,2,13,6,1977,GLA69,6.28,43
GL378,2,18,6,1978,GLA69,7.675000095,48
GL380,1,20,6,1980,GLA69,7.599999619,50
GLA74,1,28,5,1974,GLASS,5.325000095,27
GLA75,1,4,7,1975,GLASS,6.979999809,64
GLE16,1,2,6,2016,SML13,6.549999809,32
GLE18,2,27,5,2018,SML13,6.64,26
GLE20,1,15,5,2020,SML13,6.040000095,14
GLE21,1,19,5,2021,SML13,6.325000095,18
GLE22,1,30,5,2022,SML13,6.519999809,29
GLE23,1,22,5,2023,SML13,6.175000095,21
GLI04,2,26,5,2004,HON00,6.979999905,25
GLI06,1,27,5,2006,HON00,6.850000191,26
GLR05,2,14,6,2005,LPA02,6.879999905,44
GLR07,2,25,5,2007,LPA02,8.180000191,24
GLR09,2,27,5,2009,LPA02,7.920000381,26
GLR12,2,20,5,2012,LPA02,6.540000095,19
GLR14,1,2,6,2014,LPA02,7.239999905,32
GLR17,1,25,5,2017,LPA02,6.599999619,24
GLR19,1,21,5,2019,LPA02,6.940000191,20
GLR20,1,27,6,2020,LPA02,5.955,57
GLZ15,1,2,6,2015,MAJ12,6.55,32
GLZ16,1,14,6,2016,MAJ12,6.425,44
GNB04,2,28,6,2004,SLO01,6.38,58
GNB07,1,30,5,2007,SLO01,7.740000381,29
GNB08,2,7,6,2008,SLO01,7.73,37
GNB10,1,1,6,2010,SLO01,6.810000095,31
GNB12,1,22,5,2012,SLO01,8.23,21
GNB13,2,4,6,2013,SLO01,7.64,34
GOB02,1,5,6,2002,CSK98,4.725000191,35
GOD00,1,17,6,2000,AVO90,5.124999809,47
GOD02,1,17,6,2002,AVO90,5.620000191,47
GOD03,2,9,6,2003,AVO90,5.810000095,39
GOD94,1,23,6,1994,AVO90,6.379999905,53
GOD95,2,14,6,1995,AVO90,6.760000191,44
GOD96,2,2,6,1996,AVO90,7.119999809,32
GOD97,1,31,5,1997,AVO90,6.260000191,30
GOD98,1,27,5,1998,AVO90,6.200000191,26
GOD99,2,31,5,1999,AVO90,6.35,30
GRA00,2,25,5,2000,FAN90,5.35,24
GRA01,1,4,6,2001,FAN90,5.979999809,34
GRA02,1,23,6,2002,FAN90,5.32,53
GRA03,2,6,6,2003,FAN90,7.009999905,36
GRA04,2,29,6,2004,FAN90,5.374999905,59
GRA07,2,15,5,2007,FAN90,5.139999809,14
GRA93,1,11,6,1993,FAN90,5.450000095,41
GRA94,2,13,6,1994,FAN90,6.2,43
GRA95,1,7,6,1995,FAN90,5.425,37
GRA96,1,29,5,1996,FAN90,6.059999905,28
GRA97,2,23,5,1997,FAN90,5.979999809,22
GRA98,1,23,5,1998,FAN90,7.42,22
GRA99,1,23,5,1999,FAN90,5.564999809,22
GRC76,1,5,6,1976,GRE72,5.540000095,35
GRC77,1,6,6,1977,GRE72,5.474999809,36
GRC79,2,3,6,1979,GRE72,3.78,33
GRC81,2,26,8,1981,GRE72,8.039999619,117
GRC84,2,1,6,1984,GRE72,5.720000191,31
GRC85,2,19,6,1985,GRE72,5.239999905,49
GRE68,1,16,6,1968,GREET,6.940000191,46
GRE70,2,28,5,1970,GREET,4.780000381,27
GRE74,2,7,6,1974,GREET,6.575000191,37
GRE75,2,15,6,1975,GREET,4.100000095,45
GREET,1,8,6,1964,,8.920000381,38
GRN18,2,31,5,2018,MIC14,5.580000191,30
GRN21,1,3,6,2021,MIC14,7.920000191,33
GRN22,1,6,6,2022,MIC14,4.820000095,36
GRN23,1,23,5,2023,MIC14,7.740000381,22
GTO20,2,24,5,2020,BOO15,6.810000095,23
GTO23,2,27,5,2023,BOO15,7.14,26
GTR06,1,8,6,2006,CLL02,4.249999809,38
GYP05,2,1,6,2005,TIN00,7.039999905,31
GYP07,1,8,6,2007,TIN00,6.780000191,38
GYP09,2,29,5,2009,TIN00,7.080000191,28
GYP11,2,8,6,2011,TIN00,7.419999905,38
GYP13,2,20,5,2013,TIN00,6.239999905,19
GYP16,2,27,5,2016,TIN00,6.100000095,26
HAI22,2,9,6,2022,MLA19,6.23,39
HAL87,1,14,6,1987,TUR83,6.619999809,44
HAL88,2,28,6,1988,TUR83,7.660000381,58
HAL90,1,6,6,1990,TUR83,7.624999809,36
HAL92,1,5,6,1992,TUR83,7.479999809,35
HAL93,1,6,6,1993,TUR83,7.065,36
HAL95,1,12,6,1995,TUR83,7.34,42
HAL96,2,17,6,1996,TUR83,8.56,47
HAL98,2,30,5,1998,TUR83,8.580000191,29
HAL99,2,20,6,1999,TUR83,5.159999809,50
HAN15,2,6,6,2015,JAE08,6.479999905,36
HAN16,1,4,6,2016,JAE08,7.139999809,34
HAN17,1,3,6,2017,JAE08,6.339999809,33
HAN18,1,10,6,2018,JAE08,5.575000191,40
HAN20,2,24,5,2020,JAE08,7.895,23
HAN21,2,24,6,2021,JAE08,7.624999809,54
HAR80,2,6,7,1980,MOY76,7.14,66
HAR81,2,4,6,1981,MOY76,6.979999809,34
HAR82,1,27,6,1982,MOY76,7.080000191,57
HAR84,2,28,7,1984,MOY76,7.000000191,88
HAR85,2,7,6,1985,MOY76,6.630000095,37
HAW00,1,9,6,2000,SUR91,7.225000191,39
HAW94,2,10,7,1994,SUR91,7.260000191,70
HAW96,2,2,6,1996,SUR91,7.64,32
HAW99,2,4,6,1999,SUR91,10.48,34
HAZ10,2,29,5,2010,LCH06,5.960000095,28
HAZ12,2,23,5,2012,LCH06,8.48,22
HAZ14,1,23,5,2014,LCH06,7.38,22
HAZ17,1,30,5,2017,LCH06,8.080000191,29
HAZ18,1,4,6,2018,LCH06,6.839999809,34
HDI08,2,1,6,2008,RAP03,5.860000191,31
HDI11,1,1,6,2011,RAP03,6.339999809,31
HDX11,2,29,5,2011,GTR06,6.14,28
HDX13,2,23,5,2013,GTR06,5.860000095,22
HDX14,1,3,6,2014,GTR06,6.540000095,33
HDX15,2,3,6,2015,GTR06,6.519999809,33
HEB00,1,31,5,2000,BEE94,6.180000191,30
HEB98,1,30,5,1998,BEE94,6.195000191,29
HED01,1,27,5,2001,IVY97,3.600000095,26
HED04,2,11,5,2004,IVY97,6.639999809,10
HED06,1,19,5,2006,IVY97,6.239999905,18
HED07,2,5,6,2007,IVY97,5.760000191,35
HED08,1,11,6,2008,IVY97,5.44,41
HED10,1,24,5,2010,IVY97,5.720000095,23
HED12,1,26,5,2012,IVY97,5.659999905,25
HEL00,1,12,6,2000,ORC95,6.039999905,42
HEL01,2,15,6,2001,ORC95,4.540000095,45
HEL03,1,3,9,2003,ORC95,8.809999619,125
HEL05,2,25,5,2005,ORC95,6.509999905,24
HEL07,1,29,5,2007,ORC95,6.210000191,28
HER91,2,26,5,1991,MAC87,7.28,25
HER93,1,9,6,1993,MAC87,6.594999809,39
HER95,1,13,6,1995,MAC87,6.319999809,43
HES79,2,27,5,1979,CLC75,5.799999905,26
HES80,1,15,6,1980,CLC75,6.225000191,45
HEX13,1,9,6,2013,HED08,5.225000191,39
HEX15,1,23,6,2015,HED08,5.780000095,53
HEX17,1,9,8,2017,HED08,5.240000095,100
HEX20,2,24,6,2020,HED08,7.579999809,54
HIA01,1,26,5,2001,PID97,3.810000095,25
HIA03,2,22,5,2003,PID97,6.355000095,21
HIA04,1,17,5,2004,PID97,3.754999952,16
HIA06,2,7,5,2006,PID97,5.139999809,6
HIA08,2,8,5,2008,PID97,5.23,7
HIA09,1,21,6,2009,PID97,5.440000191,51
HIA11,2,25,5,2011,PID97,4.619999809,24
HIC78,1,30,5,1978,BLT75,4.799999905,29
HIC80,2,16,6,1980,BLT75,8.534999809,46
HIC81,2,20,6,1981,BLT75,7.965000381,50
HIC82,2,8,6,1982,BLT75,7.275,38
HIC83,1,13,6,1983,BLT75,7.14,43
HIC84,1,9,6,1984,BLT75,7.675000095,39
HIC85,1,30,5,1985,BLT75,7.509999905,29
HIC88,1,26,5,1988,BLT75,8.440000191,25
HIC89,1,6,6,1989,BLT75,5.725000191,36
HIC90,1,4,6,1990,BLT75,7.479999905,34
HIC91,2,1,6,1991,BLT75,4.94,31
HIC92,1,25,5,1992,BLT75,5.14,24
HIM12,1,31,5,2012,OXY06,5.040000095,30
HIM13,2,28,5,2013,OXY06,2.580000048,27
HIM16,1,21,6,2016,OXY06,4.479999905,51
HIM17,2,1,6,2017,OXY06,4.024999905,31
HIR01,2,9,6,2001,FUL93,6.940000191,39
HIR03,1,2,6,2003,FUL93,6.839999809,32
HIR08,1,3,6,2008,FUL93,6.860000381,33
HIR98,2,3,6,1998,FUL93,6.64,33
HIR99,2,9,6,1999,FUL93,6.225000191,39
HLD20,2,31,5,2020,HEX15,4.94,30
HNY12,1,5,6,2012,NEC08,8.84,35
HNY14,1,16,6,2014,NEC08,7.980000381,46
HNY17,2,29,5,2017,NEC08,9.26,28
HOC01,2,3,6,2001,HOL97,5.14,33
HOC03,1,25,5,2003,HOL97,6.839999809,24
HOC04,1,19,6,2004,HOL97,6.739999905,49
HOC05,1,9,6,2005,HOL97,8.14,39
HOC09,1,6,6,2009,HOL97,6.559999905,36
HOC11,2,17,6,2011,HOL97,8.339999809,47
HOL00,1,31,5,2000,ILE86,6.900000191,30
HOL04,1,15,6,2004,ILE86,7.580000191,45
HOL91,2,8,6,1991,ILE86,6.530000191,38
HOL93,1,9,7,1993,ILE86,7.240000191,69
HOL94,1,27,5,1994,ILE86,6.04,26
HON00,1,31,5,2000,SUN93,8.055000381,30
HON02,2,3,6,2002,SUN93,6.300000381,33
HON04,2,24,5,2004,SUN93,7.425,23
HON06,1,31,5,2006,SUN93,8.179999619,30
HON97,2,9,6,1997,SUN93,5.879999905,39
HON99,1,29,5,1999,SUN93,8.150000191,28
HOO05,1,25,5,2005,CGH00,6.479999809,24
HOO07,2,20,5,2007,CGH00,7.554999905,19
HOO08,2,9,6,2008,CGH00,6.549999809,39
HOP12,2,30,5,2012,FTH08,6.440000381,29
HPI19,2,4,6,2019,SOX14,6.255000191,34
HRM00,1,25,6,2000,INI86,4.120000191,55
HRM90,2,28,5,1990,INI86,6.940000191,27
HRM91,1,24,5,1991,INI86,6.32,23
HRM92,1,29,5,1992,INI86,5.569999905,28
HRM93,2,5,6,1993,INI86,8.7,35
HRM94,1,22,5,1994,INI86,6.300000191,21
HRM95,1,22,5,1995,INI86,6.739999619,21
HRM96,2,24,5,1996,INI86,6.580000191,23
HRM97,2,2,6,1997,INI86,7.14,32
HRM98,1,2,6,1998,INI86,6.455,32
HRM99,1,16,5,1999,INI86,6.220000095,15
HRN01,1,1,6,2001,EGR96,5.500000191,31
HRT15,2,1,6,2015,WAS10,6.850000191,31
HRT16,2,3,6,2016,WAS10,7.740000381,33
HRT18,2,31,5,2018,WAS10,7.519999809,30
HUD16,2,26,5,2016,LPA12,7.030000191,25
HUR14,2,7,6,2014,TSU10,5.96,37
IBI84,1,12,6,1984,UPT77,5.620000191,42
ICE03,2,11,6,2003,SUR99,7.239999905,41
IDU84,2,5,6,1984,THO80,6.239999905,35
ILE84,1,17,6,1984,CHE80,6.710000191,47
ILE89,2,8,6,1989,CHE80,8.740000381,38
ILE90,2,20,6,1990,CHE80,10.22000019,50
ILE92,1,28,5,1992,CHE80,,27
IND92,1,31,5,1992,HAL87,6.64,30
ING16,1,26,7,2016,LEI12,6.620000191,86
ING17,2,16,6,2017,LEI12,7.775,46
INI83,2,5,6,1983,VER79,6.739999905,35
INI85,2,25,5,1985,VER79,6.92,24
INI86,1,3,6,1986,VER79,7.479999809,33
INI87,1,4,6,1987,VER79,6.580000191,34
INI88,1,31,5,1988,VER79,6.440000191,30
INI90,2,25,5,1990,VER79,6.710000191,24
INI91,1,30,5,1991,VER79,5.280000095,29
INI92,1,15,6,1992,VER79,5.91,45
IRI13,2,26,5,2013,AYE09,6.220000191,25
IRI15,1,29,5,2015,AYE09,6.249999809,28
IRI16,1,31,5,2016,AYE09,7.32,30
IRI18,2,28,5,2018,AYE09,8.425,27
IRI20,2,25,5,2020,AYE09,8.339999809,24
IRI22,2,22,5,2022,AYE09,7.940000191,21
IRI23,1,7,6,2023,AYE09,7.725000191,37
IVO01,2,7,6,2001,EBO90,6.35,37
IVO03,2,2,6,2003,EBO90,7.620000191,32
IVO94,2,6,6,1994,EBO90,5.464999905,36
IVO96,2,1,6,1996,EBO90,7.239999905,31
IVO97,1,16,6,1997,EBO90,3.160000095,46
IVO98,1,25,6,1998,EBO90,6.699999809,55
IVO99,1,26,5,1999,EBO90,6.659999809,25
IVY03,2,1,6,2003,ILE87,7.06,31
IVY06,2,16,8,2006,ILE87,,107
IVY91,1,3,6,1991,ILE87,5.239999905,33
